iter	Logloss
176	0.3047037252
177	0.3044024658
178	0.3041917419
179	0.3039863332
180	0.3037827301
181	0.3035176086
182	0.3034163411
183	0.3031951904
184	0.3031584167
185	0.3030145518
186	0.3028551229
187	0.3026687876
188	0.302491862
189	0.3022239176
190	0.302133077
191	0.3019889323
192	0.3018808492
193	0.3016523743
194	0.301412557
195	0.3012163798
196	0.3010523987
197	0.3008094279
198	0.3005702464
199	0.3003785197
200	0.3002126567
201	0.3000721232
202	0.2998330943
203	0.2995850627
204	0.2993414307
205	0.2991924286
206	0.2989328512
207	0.2988034058
208	0.2986274211
209	0.2985446676
210	0.2984062958
211	0.2982293701
212	0.2980599467
213	0.2979770406
214	0.297806956
215	0.2976381938
216	0.2975682831
217	0.2974325816
218	0.2971884664
219	0.2969747925
220	0.2968089294
221	0.2965971375
222	0.2964663696
223	0.2963700104
224	0.2962764486
225	0.2961222331
226	0.295976003
227	0.295833842
228	0.2956582387
229	0.2954245504
230	0.2952246602
231	0.2951185099
232	0.2950052897
233	0.2948843638
234	0.2947126261
235	0.2945244344
236	0.2943008677
237	0.2942083232
238	0.2940458171
239	0.2939431763
240	0.2938621521
241	0.2937376658
242	0.2936391195
243	0.2935675049
244	0.2934467316
245	0.2932651265
246	0.2931024679
247	0.2930013275
248	0.29284139
249	0.292689209
250	0.292517039
251	0.2923153687
252	0.2922786967
253	0.2921179708
254	0.2919848887
255	0.291877238
256	0.2917790731
257	0.2916427612
258	0.2915694173
259	0.291396993
260	0.2912787374
261	0.2911726634
262	0.2910449982
263	0.2909331004
264	0.2908840179
265	0.2907755534
266	0.2904648336
267	0.2903552755
268	0.2901948802
269	0.2901025899
270	0.2899202474
271	0.2898151143
272	0.2896747843
273	0.2895155843
274	0.2893835704
275	0.2892714945
276	0.2891683197
277	0.2890906525
278	0.2888998413
279	0.2888237
280	0.2886498006
281	0.2884784444
282	0.2883922831
283	0.2883202616
284	0.2882395426
285	0.2881678772
286	0.2881100718
287	0.2879948934
288	0.2878283691
289	0.287725474
290	0.2875769043
291	0.2875068156
292	0.2874109395
293	0.287310969
294	0.2872530111
295	0.2870866394
296	0.2869762421
297	0.2868110657
298	0.2867160797
299	0.2865829213
300	0.2864169312
301	0.2862450663
302	0.286116333
303	0.2860417938
304	0.2858912913
305	0.2856445058
306	0.2855831655
307	0.2854018148
308	0.285221405
309	0.2851584371
310	0.2850703684
311	0.2849505107
312	0.284847285
313	0.2847170003
314	0.2845509847
315	0.2844010417
316	0.2843006388
317	0.2841993713
318	0.2840279643
319	0.2838975525
320	0.2837521362
321	0.2836351776
322	0.2835700226
323	0.2835233053
324	0.283361613
325	0.2832954407
326	0.28318573
327	0.2829997762
328	0.2828100077
329	0.2826898448
330	0.2825670878
331	0.2824238078
332	0.2823617045
333	0.2823122406
334	0.2822047933
335	0.282002004
336	0.2819688416
337	0.281855011
338	0.2817409515
339	0.2816288757
340	0.2815758006
341	0.2815249125
342	0.2814204152
343	0.2813022359
344	0.2812358093
345	0.2810419973
346	0.2808688609
347	0.2808483632
348	0.2806768799
349	0.2806200918
350	0.2804197439
351	0.2803184001
352	0.2801563009
353	0.2800820923
354	0.2799945068
355	0.2799443817
356	0.2797528585
357	0.2796034749
358	0.2795314789
359	0.27940684
360	0.2793422445
361	0.279185257
362	0.2790222931
363	0.2788734945
364	0.278775533
365	0.2787087504
366	0.2786233521
367	0.2784775289
368	0.2784030914
369	0.2783439128
370	0.2782140096
371	0.2780784098
372	0.2779564921
373	0.2778617859
374	0.2777185567
375	0.2776387024
376	0.2775541941
377	0.2774613444
378	0.2773612976
379	0.2772689819
380	0.2772569784
381	0.2771331787
382	0.2770317586
383	0.2768915049
384	0.2767224884
385	0.2765003967
386	0.2763508097
387	0.2761489868
388	0.2759973399
389	0.2758478292
390	0.2757352956
391	0.2756626383
392	0.2754765828
393	0.2752138265
394	0.2750882975
395	0.2749666341
396	0.2749142965
397	0.2747532399
398	0.2746731567
399	0.2745528666
400	0.2744399007
401	0.2743684642
402	0.2742971547
403	0.2742140198
404	0.2740748851
405	0.2739664459
406	0.2738333384
407	0.2737667847
408	0.2736387634
409	0.2734327952
410	0.2732653809
411	0.273143158
412	0.2730871582
413	0.2730458323
414	0.272971166
415	0.2728599548
416	0.27275383
417	0.2725932312
418	0.2724386597
419	0.2722303263
420	0.2721935527
421	0.2720641073
422	0.2720103455
423	0.2717651622
424	0.2716068522
425	0.2715258789
426	0.2713146973
427	0.2712116496
428	0.2711026001
429	0.2709442647
430	0.2707743835
431	0.2706885783
432	0.2704886882
433	0.2703786723
434	0.2702654521
435	0.2701138306
436	0.2699556732
437	0.269863917
438	0.2697375997
439	0.2696835073
440	0.2696005758
441	0.2695096842
442	0.269393514
443	0.2693222046
444	0.2692462667
445	0.2691766866
446	0.2690747833
447	0.2690364329
448	0.2689242045
449	0.2688121033
450	0.2686876424
451	0.2686102804
452	0.2685100301
453	0.2683222453
454	0.2682937113
455	0.268131307
456	0.2680104574
457	0.2679060872
458	0.2677566783
459	0.267622935
460	0.2675598653
461	0.2674519857
462	0.2673797099
463	0.267313741
464	0.2671410624
465	0.2670753225
466	0.266903712
467	0.2667977651
468	0.2667316691
469	0.2666279093
470	0.2664041646
471	0.2663280996
472	0.2661582438
473	0.2660002645
474	0.2659179179
475	0.2658056641
476	0.2656842295
477	0.2656080119
478	0.2655254618
479	0.265387675
480	0.2653458659
481	0.2652321116
482	0.2651658885
483	0.2650949351
484	0.2649801636
485	0.2648716227
486	0.2647384898
487	0.2646209717
488	0.2644839986
489	0.2642917633
490	0.2642058563
491	0.26405955
492	0.2640054576
493	0.2638771566
494	0.2638300578
495	0.2637404887
496	0.2635886129
497	0.2635218557
498	0.2634313965
499	0.2631870015
500	0.2631132762
501	0.2630432383
502	0.2629885864
503	0.2628924561
504	0.2627400208
505	0.2625548299
506	0.2624596405
507	0.2623453013
508	0.2622720591
509	0.26215065
510	0.2620837402
511	0.2619775136
512	0.2618408712
513	0.2617705282
514	0.2616967773
515	0.2615219116
516	0.261357371
517	0.2612949626
518	0.2612121073
519	0.2611662292
520	0.2610699972
521	0.2609187826
522	0.2608315786
523	0.2607061259
524	0.2606010437
525	0.260544637
526	0.2604032898
527	0.2602164205
528	0.260014801
529	0.2599045308
530	0.259805603
531	0.2596790822
532	0.259535319
533	0.2593486023
534	0.2592704519
535	0.2591679637
536	0.2590820313
537	0.2589104462
538	0.2588028717
539	0.2586147054
540	0.2585240682
541	0.2584596252
542	0.258240509
543	0.2582179769
544	0.2580979919
545	0.257979126
546	0.2578556824
547	0.2577107747
548	0.2575720215
549	0.2574356333
550	0.2573301188
551	0.2571853129
552	0.2570224508
553	0.256939621
554	0.2568466695
555	0.2567897288
556	0.2566041056
557	0.2564970144
558	0.256380717
559	0.256327006
560	0.2561667379
561	0.2560997009
562	0.2559559631
563	0.2558401998
564	0.2557564799
565	0.2556920369
566	0.2555727132
567	0.2553741964
568	0.2552439626
569	0.2550916036
570	0.2550001526
571	0.2549180603
572	0.2548008219
573	0.2547221375
574	0.2546362305
575	0.2545706431
576	0.2545209757
577	0.2544668579
578	0.2543957011
579	0.2542954508
580	0.25414505
581	0.2540635681
582	0.2539318339
583	0.2538789622
584	0.2537406413
585	0.2536439006
586	0.2535188039
587	0.2534602865
588	0.253410848
589	0.2533257802
590	0.2532590739
591	0.2531968435
592	0.2531309255
593	0.2530401611
594	0.2529465739
595	0.2527883911
596	0.2527249654
597	0.2526267497
598	0.2525761922
599	0.2525273641
600	0.2524226888
601	0.2523049418
602	0.2522031403
603	0.2521578979
604	0.2521134186
605	0.2520595805
606	0.2520070394
607	0.2519610596
608	0.2517560323
609	0.251707255
610	0.2516237895
611	0.2514814758
612	0.2513420359
613	0.2512790426
614	0.2512041982
615	0.2511355591
616	0.2509593455
617	0.2508547465
618	0.2506853739
619	0.2505980937
620	0.2504583232
621	0.2503879293
622	0.2502595266
623	0.2502151489
624	0.2500244649
625	0.2499746704
626	0.2498901876
627	0.2498035177
628	0.2496881358
629	0.2495774333
630	0.249430186
631	0.2493741353
632	0.2493398539
633	0.2492881266
634	0.249235026
635	0.2491543579
636	0.2490892029
637	0.2489984639
638	0.2489581299
639	0.2488831838
640	0.2488139852
641	0.2486810048
642	0.2485478973
643	0.2484630839
644	0.2484011078
645	0.248360494
646	0.2482892863
647	0.2482136281
648	0.2481354777
649	0.248078359
650	0.2480448659
651	0.2479539744
652	0.247896932
653	0.2478444926
654	0.2477991486
655	0.2477362061
656	0.2476045736
657	0.2474722544
658	0.2473376719
659	0.2473107656
660	0.2472591654
661	0.2471598053
662	0.2471125539
663	0.2469758352
664	0.2468845876
665	0.2468218994
666	0.2467421977
667	0.2466773987
668	0.2465372467
669	0.2464108785
670	0.2463121033
671	0.2462053935
672	0.2460621134
673	0.2459331767
674	0.2458073934
675	0.2457244873
676	0.2456743876
677	0.2455958557
678	0.2455246226
679	0.2454473114
680	0.2453922017
681	0.2452694194
682	0.2452006785
683	0.2451442464
684	0.2450842285
685	0.2449788411
686	0.2449395243
687	0.2449076335
688	0.2448405202
689	0.2447810364
690	0.2447052511
691	0.2446274821
692	0.2445059967
693	0.2444329325
694	0.244355011
695	0.2443186442
696	0.2442614237
697	0.244140625
698	0.2440638733
699	0.2439304097
700	0.2438860321
701	0.2438477071
702	0.243715566
703	0.2436129506
704	0.2435218302
705	0.2434309387
706	0.2433693441
707	0.2433125814
708	0.2432329559
709	0.2431498464
710	0.2430473073
711	0.2429108938
712	0.2428579712
713	0.242806956
714	0.2426870728
715	0.2425232697
716	0.2424142965
717	0.2423125966
718	0.2421952057
719	0.2421365611
720	0.2421224976
721	0.2420685069
722	0.2419681803
723	0.2418848419
724	0.2418253326
725	0.2417593892
726	0.2416291809
727	0.2415437826
728	0.2414495341
729	0.2413090007
730	0.2411862183
731	0.2411492157
732	0.2410850016
733	0.2410027568
734	0.2408766174
735	0.2407798258
736	0.24070666
737	0.2406497447
738	0.2405980682
739	0.2404770406
740	0.2404079692
741	0.2403757731
742	0.2403009542
743	0.2402317047
744	0.2401564026
745	0.2400927734
746	0.2400320435
747	0.239977061
748	0.2399581909
749	0.2399060313
750	0.2397807312
751	0.2397189331
752	0.2396111552
753	0.2395925903
754	0.2395680237
755	0.2395176951
756	0.2394429779
757	0.2393645986
758	0.2393138631
759	0.2392325846
760	0.239153595
761	0.2390915934
762	0.2390098063
763	0.2389215088
764	0.2389039612
765	0.2388657125
766	0.2387628937
767	0.2386999512
768	0.2386219788
769	0.2385434214
770	0.2384699504
771	0.2384179687
772	0.2383259074
773	0.2382326253
774	0.238195521
775	0.23812795
776	0.2380743408
777	0.23793986
778	0.2378688304
779	0.2378015645
780	0.2377585347
781	0.237686259
782	0.2376490275
783	0.2375936127
784	0.2375341288
785	0.2374159241
786	0.237364502
787	0.2372858683
788	0.2372434489
789	0.2371218872
790	0.2370860036
791	0.2370011393
792	0.2368572998
793	0.2368163045
794	0.2367633057
795	0.2366955566
796	0.2366057078
797	0.2365367381
798	0.2364420064
799	0.2363951619
800	0.236293869
801	0.2362405904
802	0.2361849467
803	0.2361352539
804	0.2360870361
805	0.2360280355
806	0.2359459941
807	0.2358891042
808	0.235847524
809	0.2357624563
810	0.2357148743
811	0.235610733
812	0.2355132548
813	0.2354030609
814	0.2353459676
815	0.235282135
816	0.2351887004
817	0.2351067098
818	0.2350114441
819	0.234937617
820	0.2348788452
821	0.2348279063
822	0.2348019155
823	0.2346703847
824	0.2345790863
825	0.23447052
826	0.2344180298
827	0.2342934926
828	0.2341928101
829	0.2341245524
830	0.2340609996
831	0.2340122477
832	0.2339331055
833	0.2338498942
834	0.2338036855
835	0.233741862
836	0.2336366272
837	0.2335779317
838	0.2335191854
839	0.233460261
840	0.2333785502
841	0.2332935333
842	0.233216095
843	0.2331184896
844	0.2330851491
845	0.2330226898
846	0.2329763285
847	0.2329199727
848	0.232842865
849	0.2327956136
850	0.2326946004
851	0.2326250203
852	0.2325697327
853	0.2324507141
854	0.2323621623
855	0.2322885132
856	0.2322393036
857	0.232171224
858	0.2321272786
859	0.23206014
860	0.2319720713
861	0.231933136
862	0.2318359884
863	0.2317258453
864	0.2316521708
865	0.2315712229
866	0.2315083313
867	0.2314744568
868	0.2313970439
869	0.2313259888
870	0.2312687429
871	0.2312124379
872	0.2311673482
873	0.2310740407
874	0.230999527
875	0.2308820089
876	0.2308187866
877	0.2307505798
878	0.2306987508
879	0.2306468964
880	0.2305650075
881	0.2304769389
882	0.2304301707
883	0.2303399913
884	0.2302624512
885	0.2301734161
886	0.2301205953
887	0.2300711568
888	0.2300164795
889	0.2299398295
890	0.22985672
891	0.2297505188
892	0.2296481578
893	0.2295672099
894	0.2294475555
895	0.2293549347
896	0.229328537
897	0.2292448934
898	0.2291389974
899	0.2290526326
900	0.2289653269
901	0.2288352966
902	0.2287603505
903	0.2287305959
904	0.2286832174
905	0.2286068726
906	0.2285235341
907	0.2284920247
908	0.2284296672
909	0.2283279419
910	0.2282665253
911	0.2281966909
912	0.2281584167
913	0.2281092326
914	0.228102239
915	0.2280401103
916	0.22793396
917	0.2278647614
918	0.2277536011
919	0.2276686859
920	0.2275406392
921	0.2275149282
922	0.2273843384
923	0.227322286
924	0.2272067261
925	0.2270420837
926	0.2269526927
927	0.2268226878
928	0.2267043304
929	0.2266795603
930	0.2265857951
931	0.2265519206
932	0.2264535014
933	0.2263372548
934	0.2262117004
935	0.2261554464
936	0.2260535685
937	0.226007309
938	0.225925649
939	0.225846049
940	0.2257818604
941	0.225709788
942	0.2256363678
943	0.2255373128
944	0.2254678345
945	0.2254018148
946	0.2253322601
947	0.2252331289
948	0.2251641083
949	0.2250960032
950	0.2250478872
951	0.2250092061
952	0.2249361928
953	0.2248549906
954	0.2248226674
955	0.2246785482
956	0.224606781
957	0.2245360057
958	0.2244276428
959	0.2243698629
960	0.2242818197
961	0.2242130025
962	0.2240904744
963	0.2240551249
964	0.223989385
965	0.2238893636
966	0.2238615417
967	0.2238205465
968	0.2237712351
969	0.223725942
970	0.2236807251
971	0.223667806
972	0.2235678609
973	0.2235005697
974	0.2234407552
975	0.2233737183
976	0.2233338674
977	0.2232495626
978	0.2231851451
979	0.2231211344
980	0.2230246735
981	0.2229623413
982	0.2229215749
983	0.2228552755
984	0.2227531179
985	0.2226898193
986	0.2226333872
987	0.2225739034
988	0.2224592082
989	0.2224016571
990	0.2223351796
991	0.2222489675
992	0.2221815491
993	0.222087326
994	0.2219894918
995	0.2218703715
996	0.2218326823
997	0.2217825317
998	0.2217225138
999	0.2216186523
